key_id,Job Number,Bin,ProfessionalCertificate,Filing Status,SignoffDate,House Number,Street Name,Community Board,Borough,Longitude,Latitude,Work Type Name,Filing Date,CPE Assigned Date,CPE Action Date,PE Assigned Date,First Objection Date,Latest Objections Date,Latest Resubmit Date,Plan Approved Date,Latest Permit Issued Date,Latest Permit Signed Off Date,Procert QA Supervisior Assigned Date,Procert QA Clerk Assigned Date,QA Failed Date,Job Type,Job Description
B00013989-I1_Antenna,B00013989-I1,3035135,No,Permit Entire,,441,BROOKLYN AVENUE,309,BROOKLYN,-73.9452,40.66386,Antenna,2/16/2018,2/16/2018,2/20/2018,2/20/2018,2/20/2018,3/22/2018,4/3/2018,4/4/2018,7/16/2018,,,,,A2,"AT&T - Replacement of existing telecommunications antenna with replacement of RRH units on roof. Removal and installation of cabinets on existing equipment platform on roof. All work in compliance with TPPN 5/98. No change to occupancy, use, or egress."
B00058903-I1_Side_Walk_Shed,B00058903-I1,3035184,Yes,Permit Entire,,580,EMPIRE BOULEVARD,309,BROOKLYN,-73.94307,40.66376,Side Walk Shed,7/6/2018,,,,,,,7/9/2018,7/12/2018,,7/6/2018,7/6/2018,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD 300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2014 CODE."
B00070099-I1_Fence,B00070099-I1,3035194,No,Permit Entire,,17,LAMONT COURT,309,BROOKLYN,-73.94388,40.6636,Fence,8/14/2018,8/14/2018,8/15/2018,8/15/2018,8/21/2018,8/21/2018,8/22/2018,8/30/2018,8/30/2018,,,,,A2,"Proposed construction fence. No change to use, egress or occupancy under this application"
B00077837-I1_Side_Walk_Shed,B00077837-I1,3035242,Yes,Permit Entire,,50,LEFFERTS AVENUE,309,BROOKLYN,-73.95964,40.66154,Side Walk Shed,9/13/2018,,,,,,,9/14/2018,9/14/2018,,9/13/2018,9/13/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
B00028171-I1_Antenna,B00028171-I1,3035244,No,Permit Entire,,100,LEFFERTS AVENUE,309,BROOKLYN,-73.95791,40.66167,Antenna,3/27/2018,3/27/2018,3/27/2018,3/27/2018,3/27/2018,3/27/2018,8/29/2018,9/6/2018,9/10/2018,,,,,A2,"MODIFICATION TO EXISTING AT&T TELECOMMUNICATIONS SITE. REPLACE ANTENNAS WITH RELATED RRH UNITS AND INSTALL RRH UNITS ON ROOF. ALL IN CONFORMANCE WITH TPPN 5/98. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
B00009968-I1_Side_Walk_Shed,B00009968-I1,3035249,Yes,Permit Entire,,101,LINCOLN ROAD,309,BROOKLYN,-73.95961,40.66125,Side Walk Shed,1/10/2018,,,,,,,1/10/2018,8/10/2018,,1/10/2018,1/10/2018,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD 300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2014 CODE"
B00007794-I1_Side_Walk_Shed,B00007794-I1,3035434,Yes,Permit Entire,,373,LINCOLN ROAD,309,BROOKLYN,-73.95023,40.66183,Side Walk Shed,12/26/2017,,,,,,,12/27/2017,8/3/2018,,12/26/2017,12/27/2017,,A2,"INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE.LIVE LOAD 300PSF"
B00057182-I1_Fence,B00057182-I1,3035471,No,Permit Entire,,486,LEFFERTS AVENUE,309,BROOKLYN,-73.94506,40.66244,Fence,7/2/2018,7/2/2018,7/16/2018,7/16/2018,7/17/2018,7/18/2018,7/19/2018,7/20/2018,7/26/2018,,,,,A2,"Construction Fence filed in conjunction with NB #321671598"
B00057203-I1_Fence,B00057203-I1,3035472,No,Permit Entire,,488,LEFFERTS AVENUE,309,BROOKLYN,-73.945,40.66244,Fence,7/2/2018,7/2/2018,7/3/2018,7/3/2018,7/3/2018,7/3/2018,7/11/2018,7/16/2018,7/26/2018,,,,,A2,"Temporary Construction fence filed in conjunction with NB #321671589"
B00073787-I1_Fence,B00073787-I1,3035521,No,Permit Entire,,1633,PACIFIC STREET,308,BROOKLYN,-73.9365,40.67716,Fence,8/29/2018,8/29/2018,8/29/2018,8/29/2018,8/30/2018,9/10/2018,9/11/2018,9/12/2018,9/18/2018,,,,,A2,"Installation of a temporary construction fence."
B00015076-I1_Fence,B00015076-I1,3035605,Yes,Approved,,63,BUFFALO AVENUE,308,BROOKLYN,-73.92455,40.67671,Fence,2/13/2018,,,,,,,2/14/2018,,,2/13/2018,2/14/2018,,A2,"NEW CONSTRUCTION WOOD FENCE 16.5'W X 8'HT"
B00007132-I1_Fence,B00007132-I1,3035609,No,Permit Entire,,1944,ATLANTIC AVENUE,308,BROOKLYN,-73.92404,40.67676,Fence,3/12/2018,3/12/2018,3/13/2018,3/13/2018,3/14/2018,3/14/2018,4/2/2018,4/5/2018,4/9/2018,,,,,A2,"TO INSTALL TEMP. PLYWOOD FENCE ALONG FRONT LOT LINE. THIS APPLICATION IS FILED IN CONJUCTION WITH 321692156."
B00017079-I1_Fence,B00017079-I1,3035643,No,Permit Entire,,1572,PACIFIC STREET,308,BROOKLYN,-73.93719,40.67672,Fence,2/9/2018,2/9/2018,2/12/2018,2/12/2018,,,,2/13/2018,2/15/2018,,,,,A2,"fence permit filed in conjunction with demolition work permit number 321655678"
B00079297-I1_Side_Walk_Shed,B00079297-I1,3035654,Yes,Permit Entire,,1602,PACIFIC STREET,308,BROOKLYN,-73.9361,40.67669,Side Walk Shed,9/14/2018,,,,,,,9/14/2018,9/14/2018,,9/14/2018,9/14/2018,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. LIVE LOAD 300 LBS PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION."
B00073680-I1_Side_Walk_Shed,B00073680-I1,3035746,Yes,Permit Entire,,374,RALPH AVENUE,308,BROOKLYN,-73.92219,40.67602,Side Walk Shed,8/23/2018,,,,,,,8/28/2018,8/28/2018,,8/23/2018,8/24/2018,,A2,"ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - SIDEWALK-SHED PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2014CODE."
B00072126-I1_Side_Walk_Shed,B00072126-I1,3035761,Yes,Permit Entire,,1572,DEAN STREET,308,BROOKLYN,-73.9351,40.67568,Side Walk Shed,8/17/2018,,,,,,,8/20/2018,8/20/2018,,8/17/2018,8/20/2018,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD 300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2014 CODE."
B00003066-I1_Scaffold,B00003066-I1,3035762,Yes,Signed Off,5/31/2018,1634,DEAN STREET,308,BROOKLYN,-73.9337,40.67577,Scaffold,12/5/2017,,,,,,,12/5/2017,5/18/2018,5/24/2018,12/5/2017,12/5/2017,,A2,"Installation of temporary supported scaffold per plan submitted. Work shall comply with 2014 building codes chapter 33. No change in use, egress and/or occupancy with this application."
B00072603-I1_Side_Walk_Shed,B00072603-I1,3035771,Yes,Permit Entire,,1672,DEAN STREET,308,BROOKLYN,-73.93245,40.67569,Side Walk Shed,8/22/2018,,,,,,,8/23/2018,8/27/2018,,8/22/2018,8/23/2018,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD 300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2014 CODE."
B00056581-I1_Fence,B00056581-I1,3035902,Yes,Permit Entire,,1668,BERGEN STREET,308,BROOKLYN,-73.92726,40.67459,Fence,7/5/2018,,,,,,,7/5/2018,7/9/2018,,7/5/2018,7/5/2018,,A2,"Plywood Construction Fence"
B00000749-P2_Side_Walk_Shed,B00000749-P2,3035961,Yes,Approved,,1772,BERGEN STREET,308,BROOKLYN,-73.92338,40.67438,Side Walk Shed,9/19/2018,,,,,,,9/20/2018,,,9/19/2018,9/19/2018,9/20/2018,A2,"Installation of sidewalk shed per plan submitted. Work shall comply with 2014 building code chapter 33. no change in use, egress and/or occupancy with this application."
B00072295-I1_Fence,B00072295-I1,3035987,Yes,Permit Entire,,1357,ST MARKS AVENUE,308,BROOKLYN,-73.92345,40.67399,Fence,8/20/2018,,,,,,,8/21/2018,8/21/2018,,8/20/2018,8/20/2018,,A2,"INSTALL TEMPORARY CONSTRUCTION FENCE AS PER PLANS."
B00013746-I1_Fence,B00013746-I1,3036061,Yes,Permit Entire,,1341,PROSPECT PLACE,308,BROOKLYN,-73.93191,40.67359,Fence,1/25/2018,,,,,,,1/25/2018,4/9/2018,,1/25/2018,1/25/2018,,A2,"INSTALLATION OF TEMPORARY CONSTRUCTION FENCE AS PER PLANS. NO CHANGE IN USE, OCCUPANCY OR EGRESS."
B00031817-I1_Side_Walk_Shed,B00031817-I1,3036065,Yes,QA Failed,,1333,PROSPECT PLACE,308,BROOKLYN,-73.93217,40.6736,Side Walk Shed,4/13/2018,,,,,,,,,,4/13/2018,4/13/2018,5/11/2018,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. LIVE LOAD 300 LBS PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION."
B00015368-I1_Antenna,B00015368-I1,3036077,No,Permit Entire,,161,UTICA AVENUE,308,BROOKLYN,-73.93037,40.67341,Antenna,3/22/2018,3/22/2018,3/23/2018,3/23/2018,,,,3/23/2018,6/20/2018,,,,,A2,"AT&T - Replacement of existing telecommunications antennas with replacement of RRH units on roof.  Removal and installation of cabinets on existing equipment platform on roof.  All work in compliance with TPPN 5/98.  No change to occupancy, use, or egress."
B00019646-I1_Side_Walk_Shed,B00019646-I1,3036097,Yes,Permit Entire,,1248,ST MARKS AVENUE,308,BROOKLYN,-73.92816,40.67374,Side Walk Shed,2/14/2018,,,,,,,2/15/2018,2/15/2018,,2/14/2018,2/15/2018,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. LIVE LOAD 300 LBS PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION."
B00045617-I1_Side_Walk_Shed,B00045617-I1,3036216,Yes,Permit Entire,,1322,PROSPECT PLACE,308,BROOKLYN,-73.93265,40.67309,Side Walk Shed,5/22/2018,,,,,,,5/23/2018,5/23/2018,,5/22/2018,5/22/2018,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. LIVE LOAD 300 LBS PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION."
B00073429-I1_Fence,B00073429-I1,3036304,Yes,Approved,,1494,PROSPECT PLACE,308,BROOKLYN,-73.92701,40.67274,Fence,8/30/2018,,,,,,,8/31/2018,,,8/30/2018,8/30/2018,,A2,"Proposed construction fence. No change to use, egress or occupancy under this application"
B00070371-I1_Fence,B00070371-I1,3036409,No,Objections,,209,TROY AVENUE,308,BROOKLYN,-73.93606,40.67224,Fence,8/14/2018,8/14/2018,8/14/2018,8/14/2018,8/20/2018,9/5/2018,8/28/2018,,,,,,,A2,"fence application filed herewith in conjunction with alteration type 1, job# 321735967 & 321735976"
B00069579-I1_Side_Walk_Shed,B00069579-I1,3036597,Yes,Permit Entire,,203,ROCHESTER AVENUE,308,BROOKLYN,-73.92775,40.67187,Side Walk Shed,9/10/2018,,,,,,,9/11/2018,9/11/2018,,9/10/2018,9/10/2018,,A2,"INSTALLATION OF SIDEWALK SHED AS PER PLANS . SIDEWALK SHED LIVE LOAD 300 PSF. ALL EQUIPMENT COMPLY WITH CHAPTER #33 OF THE 2014 CODE NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
B00037561-I1_Fence,B00037561-I1,3036604,No,Approved,,1526,PARK PLACE,308,BROOKLYN,-73.92671,40.67187,Fence,4/27/2018,4/27/2018,4/27/2018,4/27/2018,4/30/2018,5/1/2018,6/1/2018,6/1/2018,,,,,,A2,"Fence Application filed in conjunction with Alt 1 job number 321779241."
B00007660-S1_Scaffold,B00007660-S1,3036647,Yes,Signed Off,7/30/2018,1689,STERLING PLACE,308,BROOKLYN,-73.9228,40.67126,Scaffold,3/28/2018,,,,,,,3/29/2018,3/29/2018,7/26/2018,3/28/2018,3/28/2018,,A2,"Installation of temporary supported scaffold per plan submitted. Work shall comply with 2014 building codes chapter 33. No change in use, egress and/or occupancy with this application."
B00032093-I1_Fence,B00032093-I1,3036724,Yes,Permit Entire,,1201,ST JOHNS PLACE,308,BROOKLYN,-73.93843,40.6713,Fence,4/5/2018,,,,,,,4/5/2018,4/5/2018,,4/5/2018,4/5/2018,,A2,"Filing this Temp const fence in conjunction with DOB Alt1 application # 321394193& Alt-2 # 321144098"
B00049163-I1_Fence,B00049163-I1,3036899,Yes,Permit Entire,,1525,ST JOHNS PLACE,308,BROOKLYN,-73.9272,40.67067,Fence,6/13/2018,,,,,,,6/22/2018,6/22/2018,,6/13/2018,6/14/2018,6/14/2018,A2,"Installation of construction fence"
B00014500-I1_Side_Walk_Shed,B00014500-I1,3036910,Yes,Permit Entire,,1634,STERLING PLACE,308,BROOKLYN,-73.92469,40.6709,Side Walk Shed,1/26/2018,,,,,,,1/26/2018,8/2/2018,,1/26/2018,1/26/2018,,A2,"INSTALLATION OF TEMPORARY SIDEWALK SHED AS PER PLANS, SIDEWALK SHED SHALL COMPLY WITH CHAPTER 33 OF THE 2014 NYC BUILDING CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
B00002889-I1_Sign,B00002889-I1,3036924,Yes,Signed Off,1/31/2018,1700,STERLING PLACE,308,BROOKLYN,-73.92283,40.67085,Sign,11/21/2017,,,,,,,11/24/2017,11/27/2017,,11/21/2017,11/22/2017,,A2,"ERECT AN ILLUMINATED SIGN ON WALL.NOT WITHIN VIEW OF ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE OR MORE. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
B00016257-I1_Scaffold,B00016257-I1,3037035,Yes,Permit Entire,,1259,LINCOLN PLACE,308,BROOKLYN,-73.93484,40.67018,Scaffold,2/1/2018,,,,,,,2/2/2018,2/2/2018,,2/1/2018,2/2/2018,,A2,"ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - SCAFFOLD PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
B00068888-I1_Side_Walk_Shed,B00068888-I1,3037132,Yes,Permit Issued,,1445,LINCOLN PLACE,308,BROOKLYN,-73.92874,40.66985,Side Walk Shed,8/10/2018,,,,,,,8/10/2018,8/10/2018,,8/10/2018,8/10/2018,,A2,"INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK BRIDGE APPROX. 120' LINEAR FEET FOR PEDESTRIAN SAFETY, AND INSTALLATION OF SCAFFOLD FOR WORKER ACCESS DURING CONSTRUCTION. SIDEWALK BRIDGE SHALL & SCAFFOLD SHALL COMPLY WITH CHAPTER 33 OF THE 2014 NYC BUILDING CODE. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
B00068888-I1_Scaffold,B00068888-I1,3037132,Yes,Permit Issued,,1445,LINCOLN PLACE,308,BROOKLYN,-73.92874,40.66985,Scaffold,8/10/2018,,,,,,,8/10/2018,8/10/2018,,8/10/2018,8/10/2018,,A2,"INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK BRIDGE APPROX. 120' LINEAR FEET FOR PEDESTRIAN SAFETY, AND INSTALLATION OF SCAFFOLD FOR WORKER ACCESS DURING CONSTRUCTION. SIDEWALK BRIDGE SHALL & SCAFFOLD SHALL COMPLY WITH CHAPTER 33 OF THE 2014 NYC BUILDING CODE. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
B00068420-I1_Side_Walk_Shed,B00068420-I1,3037133,Yes,Permit Entire,,1443,LINCOLN PLACE,308,BROOKLYN,-73.92881,40.66985,Side Walk Shed,8/10/2018,,,,,,,8/10/2018,8/10/2018,,8/10/2018,8/10/2018,,A2,"INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK BRIDGE APPROX. 30' LINEAR FEET FOR PEDESTRIAN SAFETY, & SCAFFOLD FOR WORKER ACCESS DURING CONSTRUCTION. SIDEWALK BRIDGE & SCAFFOLD SHALL COMPLY WITH CHAPTER 33 OF THE 2014 NYC BUILDING CODE. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
B00068420-I1_Scaffold,B00068420-I1,3037133,Yes,Permit Entire,,1443,LINCOLN PLACE,308,BROOKLYN,-73.92881,40.66985,Scaffold,8/10/2018,,,,,,,8/10/2018,8/10/2018,,8/10/2018,8/10/2018,,A2,"INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK BRIDGE APPROX. 30' LINEAR FEET FOR PEDESTRIAN SAFETY, & SCAFFOLD FOR WORKER ACCESS DURING CONSTRUCTION. SIDEWALK BRIDGE & SCAFFOLD SHALL COMPLY WITH CHAPTER 33 OF THE 2014 NYC BUILDING CODE. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
B00001629-I1_Side_Walk_Shed,B00001629-I1,3037197,Yes,Permit Entire,,1479,LINCOLN PLACE,308,BROOKLYN,-73.92747,40.66976,Side Walk Shed,11/1/2017,,,,,,,11/2/2017,11/2/2017,,11/1/2017,11/1/2017,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. LIVE LOAD 300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION."
B00047348-I1_Antenna,B00047348-I1,3037309,No,Permit Entire,,961,EASTERN PARKWAY,308,BROOKLYN,-73.93604,40.66951,Antenna,6/8/2018,6/8/2018,6/8/2018,6/8/2018,6/8/2018,6/8/2018,9/5/2018,9/11/2018,9/11/2018,,,,,A2,"REPLACEMENT OF AT&T  ANTENNAS WITH RELATED RRH UNITS ON ROOF. ALL WORK IN COMPLIANCE WITH TPPN 5/98. NO CHANGE TO OCCUPANCY, USE, OR EGRESS."
B00063038-I1_Curb_Cut,B00063038-I1,3037466,No,Incomplete,,918,EASTERN PARKWAY,309,BROOKLYN,-73.93802,40.66872,Curb Cut,8/10/2018,8/10/2018,,,,,,,,,,,,A2,"Installation of a cub cut"
B00031879-I1_Fence,B00031879-I1,3037571,Yes,Permit Entire,,1128,EASTERN PARKWAY,309,BROOKLYN,-73.9309,40.66833,Fence,4/10/2018,,,,,,,4/10/2018,5/4/2018,,4/10/2018,4/10/2018,,A2,"INSTALLATION OF 8' HIGH PLYWOOD FENCE. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
B00076294-I1_Side_Walk_Shed,B00076294-I1,3037629,Yes,Permit Entire,,1975,UNION STREET,308,BROOKLYN,-73.92292,40.66759,Side Walk Shed,9/5/2018,,,,,,,9/6/2018,9/6/2018,,9/5/2018,9/6/2018,,A2,"ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - SIDEWALK-SHED PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2014CODE."
B00050410-I1_Fence,B00050410-I1,3037707,Yes,Permit Entire,,319,TROY AVENUE,309,BROOKLYN,-73.93664,40.66757,Fence,6/13/2018,,,,,,,6/14/2018,6/14/2018,,6/13/2018,6/13/2018,6/14/2018,A2,"Filed Herewith; 8 Foot High Plywood Construction Fence Application in conjunction with Application #321676977"
B00073242-I1_Side_Walk_Shed,B00073242-I1,3037761,Yes,Permit Entire,,1678,UNION STREET,309,BROOKLYN,-73.93292,40.6677,Side Walk Shed,8/23/2018,,,,,,,8/23/2018,8/23/2018,,8/23/2018,8/23/2018,,A2,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED APPROXIMATELY 78'LONG AS PER PLANS IN CONJUNCTION WITH FACADE REPAIRS. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SIDEWALK SHED SHALL COMPLY WITH 2014 NYC BUILDING CODE, CHAPTER 33."
B00073397-I1_Side_Walk_Shed,B00073397-I1,3037762,Yes,Permit Entire,,1690,UNION STREET,309,BROOKLYN,-73.93261,40.66768,Side Walk Shed,8/24/2018,,,,,,,8/26/2018,8/26/2018,,8/24/2018,8/24/2018,,A2,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED APPROXIMATELY 110'LONG AS PER PLANS IN CONJUNCTION WITH GENERAL CONSTRUCTION. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SIDEWALK SHED SHALL COMPLY WITH 2014 NYC BUILDING CODE, CHAPTER 33"
B00075804-I1_Side_Walk_Shed,B00075804-I1,3037804,Yes,Permit Entire,,1776,UNION STREET,309,BROOKLYN,-73.92882,40.66746,Side Walk Shed,9/5/2018,,,,,,,9/5/2018,9/5/2018,,9/5/2018,9/5/2018,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. LIVE LOAD 300 LBS PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION."
B00044008-I1_Antenna,B00044008-I1,3037852,No,Permit Entire,,1497,CARROLL STREET,309,BROOKLYN,-73.93755,40.66672,Antenna,6/4/2018,6/4/2018,6/4/2018,6/4/2018,6/5/2018,6/5/2018,7/24/2018,7/26/2018,9/11/2018,,,,,A2,"Modification to an existing SPRINT telecommunications site. Install and replace antennas, install related RRH units, install a GPS unit, and replace an equipment cabinet on the existing equipment platform on the roof.  All work is in conformance with TPPN #5/98. No change in use, egress, or occupancy."
B00050420-I1_Antenna,B00050420-I1,3037905,No,Objections,,1616,PRESIDENT STREET,309,BROOKLYN,-73.9343,40.66689,Antenna,9/5/2018,9/5/2018,9/6/2018,9/6/2018,9/6/2018,9/7/2018,,,,,,,,A2,"Installation of telecommunications antenna components, remote radio units's, equipment platform and cabinets on the roof as per plans (T-Mobile/ BK04891A.) All work in compliance with TPPN 5/98. No change to use, egress or occupancy."
B00070643-I1_Fence,B00070643-I1,3037973,Yes,Approved,,1718,PRESIDENT STREET,309,BROOKLYN,-73.9301,40.66664,Fence,9/17/2018,,,,,,,9/17/2018,,,9/17/2018,9/17/2018,,A2,"Proposed construction fence. No change to use, egress or occupancy under this application"
B00006775-I1_Scaffold,B00006775-I1,3038007,Yes,Permit Entire,,565,CROWN STREET,309,BROOKLYN,-73.9394,40.66595,Scaffold,12/21/2017,,,,,,,12/22/2017,8/15/2018,,12/21/2017,12/21/2017,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
B00001122-I1_Sprinklers,B00001122-I1,3038030,No,Approved,,601,CROWN STREET,309,BROOKLYN,-73.93833,40.66588,Sprinklers,10/26/2017,10/26/2017,10/30/2017,10/30/2017,,,,11/3/2017,,,,,,A2,"INSTALLATION OF 2 NEW SPRINKLER HEADS IN LAUNDRY ROOM IN CELLAR. ALL AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY"
B00038673-I1_Scaffold,B00038673-I1,3038324,Yes,Permit Entire,,1031,MONTGOMERY STREET,309,BROOKLYN,-73.93048,40.66455,Scaffold,5/3/2018,,,,,,,5/7/2018,7/27/2018,,5/3/2018,5/3/2018,,A2,"Installation of temporary sidewalk shed and supported scaffold per plan submitted. Work shall comply with 2014 building codes chapter 33. No change in use, egress and/or occupancy with this application."
B00038673-I1_Side_Walk_Shed,B00038673-I1,3038324,Yes,Permit Entire,,1031,MONTGOMERY STREET,309,BROOKLYN,-73.93048,40.66455,Side Walk Shed,5/3/2018,,,,,,,5/7/2018,7/27/2018,,5/3/2018,5/3/2018,,A2,"Installation of temporary sidewalk shed and supported scaffold per plan submitted. Work shall comply with 2014 building codes chapter 33. No change in use, egress and/or occupancy with this application."
B00060007-I1_Fence,B00060007-I1,3038367,No,Permit Entire,,709,EMPIRE BOULEVARD,309,BROOKLYN,-73.93869,40.66412,Fence,7/9/2018,7/9/2018,7/10/2018,7/10/2018,7/23/2018,8/2/2018,8/2/2018,8/9/2018,8/15/2018,,,,,A2,"Application filed to propose temporary construction fence at front and rear of building.All other area to be protected by sidewalk bridge to be filed under a separate application"
B00023339-I1_Antenna,B00023339-I1,3038416,No,Permit Entire,,1004,MONTGOMERY STREET,309,BROOKLYN,-73.93114,40.66409,Antenna,7/23/2018,7/23/2018,7/23/2018,7/23/2018,,,,7/23/2018,7/24/2018,,,,,A2,"AT&T / Replacement of existing telecommunications antennas with replacement of related RRH units on roof. Removal/installation of  cabinets in the existing equipment platform on roof. All work in compliance with TPPN 5/98. No change to occupancy, use, or egress."
B00008454-I1_Fence,B00008454-I1,3038595,Yes,Permit Entire,,191,ROCKAWAY AVENUE,316,BROOKLYN,-73.91069,40.67595,Fence,1/16/2018,,,,,,,1/17/2018,9/18/2018,,1/16/2018,1/17/2018,1/17/2018,A2,"TEMPORARY CONSTRUCTION FENCE"
B00023066-I1_Side_Walk_Shed,B00023066-I1,3038644,Yes,Signed Off,8/7/2018,2271 A,PACIFIC STREET,316,BROOKLYN,-73.91041,40.67574,Side Walk Shed,2/27/2018,,,,,,,3/1/2018,3/5/2018,7/18/2018,2/27/2018,2/28/2018,,A2,"INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE.LIVE LOAD 300PSF"
